reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Five Stars,Excellent phone.. thanks to Samsung..,Adil jan,24 February 2018,5.0 out of 5 stars
Great device 🤗,Beautiful premium phone with top notch amazing features. I am more than happy with my fantastic samsung a8 plus 👍🏻,Abhishek,5 April 2018,5.0 out of 5 stars
Five Stars,Really a worth product. Must buy,Shubhangi Tiwari,28 January 2018,5.0 out of 5 stars
*****,Awesome phone everything is fine.,Samir bhatta,15 April 2018,5.0 out of 5 stars
Five Stars,"The best featur, processer and look",Nitesh kumar singh,2 March 2018,5.0 out of 5 stars
Unsatisfactory,"The MRP shown onThe MRP shown on Amazon for the product was 41900rs and had a huge
attractive discount of 43%, for which I ordered the phone.
HOWEVER, I received a product which had an MRP of 34000rs, which is nowhere
close to the price shown on Amazon. And this is not acceptable and unsatisfactory.",Ritesh Jain S,27 October 2018,1.0 out of 5 stars
Five Stars,Best phone....everything is good,Amit,15 February 2018,5.0 out of 5 stars
Five Stars,I need a invoice of my order..,manohar jha,14 April 2018,5.0 out of 5 stars
Four Stars,Nice phone with excellent features,subodh narendra,7 March 2018,4.0 out of 5 stars
Five Stars,awesome product,ASRao,26 February 2018,5.0 out of 5 stars
Five Stars,"Best phone, infinity display is good.",Aniruddha Dhavse,12 April 2018,5.0 out of 5 stars
Happy to have my new phone..Thank you amazon India for your good service experience!,Samsung did well this time ! Good phone for mid range.,Amazon Customer,20 March 2018,4.0 out of 5 stars
... its hard to handle with one hand over all good performance,Comare to one plus 5t felt more wait its hard to handle with one hand over all good performance,Srikaant bodduloori,15 February 2018,4.0 out of 5 stars
Five Stars,Good mobile iam happy,Krishna,14 April 2018,5.0 out of 5 stars
Five Stars,Aswam and thanks to Amazon provider,Amazon Customer,28 March 2018,5.0 out of 5 stars
Four Stars,Good phone except for battery lasts only one day. Camera front and back are also good.,Gaurav,15 February 2018,4.0 out of 5 stars
Five Stars,Good phone battery backup awesome,siddharth vyawahare,15 March 2018,5.0 out of 5 stars
Five Stars,I just love my phone,ARNAB DAS,12 April 2018,5.0 out of 5 stars
A+,Awesome premium phone in this budget,Sarfaraz,14 April 2018,5.0 out of 5 stars
Five Stars,Superb phone in this price range,Prakash shroff,8 March 2018,5.0 out of 5 stars
Best Phone brother of,"Best
Phone brother of note8",Krishna Sarda,10 March 2018,4.0 out of 5 stars
Nyz one.... product for the money ...,Nyz one....product for the money...,Mohammed Meharoof OT,13 April 2018,5.0 out of 5 stars
Nice Piece Price is Preferable,"Nice Piece
Price is Preferable",Akash Bhandari,13 April 2018,5.0 out of 5 stars
Price fluctuation,Good phone but price is decreased by 3000 immediately after I received my packed..That thing disappointed me,Joon,29 March 2018,4.0 out of 5 stars
easy to operate with one hand,"Sleek, easy to operate with one hand, screen response and resolution is fantastic, loaded with features",Amazon Customer,1 March 2018,4.0 out of 5 stars
Five Stars,Awesome mobile,Ashish ujjainiya,5 March 2018,5.0 out of 5 stars
Five Stars,Very nice phone....go for it.,Sachin Butala,27 February 2018,5.0 out of 5 stars
Three Stars,Too Heavy....,saroj kumar,8 March 2018,3.0 out of 5 stars
Five Stars,Nice product in range...,Anand Tyagi,24 January 2018,5.0 out of 5 stars
Five Stars,It's nice mobile,Amazon Customer,31 January 2018,5.0 out of 5 stars
Five Stars,Awesome product.love it,Subrahmanya Hegde,24 January 2018,5.0 out of 5 stars
Five Stars,Superbbb,wasim iqbal,6 February 2018,5.0 out of 5 stars
Five Stars,I'm loving it.. no regrets!!,Siddaveer C,22 March 2018,5.0 out of 5 stars
Five Stars,Best phone,Parminder sandhu,1 March 2018,5.0 out of 5 stars
Good for old age peoples,Good phone for oldies not for young generation,sanket ramgude,21 October 2018,2.0 out of 5 stars
Five Stars,Awesome 👌,Sheikh shariful,20 March 2018,5.0 out of 5 stars
Best,Nice product,Bhavin Patel,24 January 2018,5.0 out of 5 stars
Three Stars,Not appropriate with rate,Soumava Bhattacharya,22 March 2018,3.0 out of 5 stars
Five Stars,Good product by Samsung.,prachi chavan,13 March 2018,5.0 out of 5 stars
Five Stars,Excellent phone!,Amazon Customer,15 March 2018,5.0 out of 5 stars
Five Stars,good,Vinod,4 February 2018,5.0 out of 5 stars
Excellent,Best ever,Amazon Customer,23 March 2018,5.0 out of 5 stars
Four Stars,Good phone but battery is week all over night mobile standby mode battery reduced 10 %to 15%,Kiran Tulshiramji prajapati,22 February 2018,4.0 out of 5 stars
Two Stars,Speaker is Not Working,Vishal Jain,22 March 2018,2.0 out of 5 stars
Three Stars,Nise,Amazon Customer,4 March 2018,3.0 out of 5 stars
Five Stars,Everything good,Sujoy ghosh,6 April 2018,5.0 out of 5 stars
Four Stars,Good Quilty mobile,Nilesh Joshi,1 March 2018,4.0 out of 5 stars
Five Stars,nice product,sandeepsharma,15 March 2018,5.0 out of 5 stars
Excellent Performance,Excellent performance and worth to purchase !!,Rajesh,26 January 2018,5.0 out of 5 stars
My bill,"Phone is good,I like it so much but bill is not visible. Will you upload a bill to my email.thank you.",Amazon Customer,6 July 2018,4.0 out of 5 stars
"Excellent phone, excellent features","Excellent phone,excellent features.It is a low budget galaxy s8 for middle class.",Indranil Dash,22 February 2018,5.0 out of 5 stars
Three Stars,Good product.Go for it.,Hari Prakash Arya,20 April 2018,3.0 out of 5 stars
Good phone,Nice ph....battery backup is too good...nice dual selfie camera with infinity display.,Nishu,3 February 2018,4.0 out of 5 stars
Not a great product by Samsung,"Not a great product by Samsung. I am facing a lot of problems in this phone such as inefficient fingerprint sensor, battery drain issue also it gets hang usually at its early 1st month. Even Samsung service center could not fix the problem. I would not recommend anyone to buy this phone.",Apurva,2 June 2018,3.0 out of 5 stars
Five Stars,Very nice product,Amazon Customer,16 March 2018,5.0 out of 5 stars
Four Stars,PROBLEM IN MIC,VISHAL SARVATA,31 January 2018,4.0 out of 5 stars
Five Stars,Nice,Amazon Customer,28 January 2018,5.0 out of 5 stars
Four Stars,Excellent,Amazon Customer,22 March 2018,4.0 out of 5 stars
Irfan,Good,Amazon Customer,1 February 2018,5.0 out of 5 stars
One of best smartphone in 33K. Super I like it,Nice phone,Sham,13 April 2018,4.0 out of 5 stars
Five Stars,Nice phone,Nitin walgude,13 April 2018,5.0 out of 5 stars
signal lost,signal lost every time,Sanchit Parmar,1 June 2018,1.0 out of 5 stars
Five Stars,Nice mobile..,Kaushik Jain,15 March 2018,5.0 out of 5 stars
Four Stars,Great phone.,Harsh,10 March 2018,4.0 out of 5 stars
Body has Casting Defect,"The aluminium frame has a casting defect near the speaker.
It is gold plated over the defect & it seems quality control at manufacturing level is bad.",Rajeev B Agarwal,7 March 2018,1.0 out of 5 stars
Battery poor,Mobile good but battery backup so poor,kishore.k,12 March 2018,3.0 out of 5 stars
Three Stars,Price droped,Shalender,15 March 2018,3.0 out of 5 stars
Five Stars,Awesome phone Delivery was too fast,Rahil Ahmed,25 February 2018,5.0 out of 5 stars
Not so great,"Front cam 4/5
Rear cam 2/5 very bad for this price
Performance 5/5
Looks 5/5
Battery 3/5 not so fast charging.... fast draining
Features 4/5
Overall 3.5/5
Better alternate: one plus 5t or note 5 pro
3rd best choice in this price/cofig category.",harika,3 April 2018,3.0 out of 5 stars
Five Stars,Awesome phone,Suraj Chavan,14 April 2018,5.0 out of 5 stars
No cost emi FAKE,"Despite no cost emi for 6 months, they are charging intrest.",rahul,26 March 2018,3.0 out of 5 stars
Four Stars,"May be nice. oreo version might be given,but all d whole thik thak.",Debashis Deb,26 January 2018,4.0 out of 5 stars
Awesome,Good product,dhiraj Suryawanshi,12 April 2018,4.0 out of 5 stars
Five Stars,Good,shivam,13 April 2018,5.0 out of 5 stars
Five Stars,mast hai,Vineet Kumar,14 March 2018,5.0 out of 5 stars
Five Stars,Nice,Zadran,7 February 2018,5.0 out of 5 stars
Five Stars,,Azim,15 February 2018,5.0 out of 5 stars
Five Stars,Superb,Amazon Customer,15 March 2018,5.0 out of 5 stars
Five Stars,Gud phone,Ravi,18 April 2018,5.0 out of 5 stars
Five Stars,Super,Amazon Customer,11 March 2018,5.0 out of 5 stars
Five Stars,Nice,bhavesh danidhariya,14 March 2018,5.0 out of 5 stars
Five Stars,Best phone on that price,venumadhav,21 March 2018,5.0 out of 5 stars
It is water proof,Super,dileep,21 June 2018,5.0 out of 5 stars
Front cam potrait mode require,Mobile is good...but portrait mode is normal in all phone in front cam,Bhavik,15 February 2018,3.0 out of 5 stars
It is Amazing phone...Great Service by Amazon.,It is Amazing phone...look wise excellent and almost similar to Galaxy S8.,Sanket Paliya,14 March 2018,5.0 out of 5 stars
Fantastic device but the camera!,Fantastic device! Highly Satisfied! But camera app needs some serious update. Photos are turning out to be blurry even minor hand shake! Do something Samsung!,Ankit Shah,27 January 2018,5.0 out of 5 stars
Great.,Superb mobile. Very handy and extremely user friendly. Great.,Amazon Customer,16 April 2018,4.0 out of 5 stars
Very bad,Very bad,Amazon Customer,6 October 2018,1.0 out of 5 stars
Battery backup issue,Bad performance,Yogesh,31 August 2018,1.0 out of 5 stars
Four Stars,It is quality product from samsung and working absolutely fine. Love it,Amazon Customer,21 March 2018,4.0 out of 5 stars
nice design and easy to handle,Awsome phone.... nice design and easy to handle... Front cam Selfie...,Amazon Customer,14 March 2018,5.0 out of 5 stars
Efficient.,Smooth function. User friendly.,Amazon Customer,23 June 2018,5.0 out of 5 stars
Four Stars,Brilliant display as usual Samsung. New Samsung ui lags sometimes,Amazon Customer,14 April 2018,4.0 out of 5 stars
Berry berry good,Very nice,Vijay kumar. S,21 August 2018,5.0 out of 5 stars
A good product - HOWEVER - there is misleading information in ...,"A good product - HOWEVER - there is misleading information in the sales page. This product can only be activated IN INDIA and using an Indian Sim card. Trying to activate outside the country using an Indian roaming number ( or foreign number ) does not work and rejects any sim. This was a frustrating experience as I wish this information was made readily available at the time of purchase. ( I purchased in India - travelled outside urgently and took this along with me - and brought it back to India in a week ).
I have got it working now in India. Now I have to wait to travel out of the country to figure out if this really works with a foreign sim.",RJRJRJ,3 May 2018,3.0 out of 5 stars
Four Stars,Nice phone.. little bit disappointed regarding the battery. Camera is too good.,Shraban Das,29 May 2018,4.0 out of 5 stars
worth every penny you spend,"worth every penny you spend classic feel amazing camera and the display is best of the lot, its battery features are probably the best and the most flexible that any other company can offer, it lets you configure battery saver in such a way that you can easily use your phone for 18-19hours with nominal usage",chaitanya bharne,30 January 2018,5.0 out of 5 stars
Four Stars,Good product. Worth of value,Alekha,31 January 2018,4.0 out of 5 stars
My Valentine 😍 Stunning,A8+ Rocks.. She is ma valentine girl 😍😍😍,Sooraj Sunil,30 January 2018,5.0 out of 5 stars
Five Stars,Good mobile liked it.. camera gud 1... battery backup class 1,Abhay Kalidas,22 February 2018,5.0 out of 5 stars
Awesome phone. nice battery backup,Awesome phone.nice battery backup.oreo update coming soon.,Jaydip,10 February 2018,5.0 out of 5 stars
Best Phone Is A8+,"Good Looking & Best Featurs.
Love You SAMSUNG",Rohit Singham,28 February 2018,5.0 out of 5 stars
Simply awesome phone. Speed is excellent,Simply awesome phone. Speed is excellent. Phone never hang up even if you are using multiple apps. Camera quality (both front and back) is just mind blowing. Finger sensor superb. Only draw back is that battery gets drain out very fast.,Partha Chaudhuri,26 April 2018,5.0 out of 5 stars
Five Stars,Attractive pricing.Feature rich phone.,Amazon Customer,26 February 2018,5.0 out of 5 stars
Five Stars,Awesome !!!,A5296V,29 January 2018,5.0 out of 5 stars
Four Stars,Phone is overall nice... Lags sometime..,bhaskar,16 February 2018,4.0 out of 5 stars
Value for Money,"Great Phone, Great camera and sound",Amazon Customer,15 March 2018,5.0 out of 5 stars
Two Stars,No it's not gd network is very bad and hange also,Ujjwal,8 March 2018,2.0 out of 5 stars
Five Stars,Good Product,Aghosh S.,29 January 2018,5.0 out of 5 stars
Five Stars,Sexy phone,Subhash Singh,27 January 2018,5.0 out of 5 stars
Best phone in the market @29k,Lovely design elegant looking phone I have ever used.Totally handy fingerprint sensor placed in perfect place and it works very well face recognition lock is good while in light but in dark it doesnt work.sound is superb picture quality great ..camera is A class battery is also running so good inspite of a big scredn with so many features ...I zm absolutely in love with my phone...please dont think twice before buying this ..Thanks samsung And lastly thanks amazon ...,POULAMI K.,23 March 2018,5.0 out of 5 stars
